,date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune
2004-01-13,2004-01-13,3.6437355176626634e+22,2.0163519271800612e+20,6853885869772508.0,5.652228831049125e+16,7692367659914502.0,1.4660090042022444e+18,1.55077765373817e+17,3571639711602599.5,1889735746926167.2
2004-01-14,2004-01-14,3.643335222395152e+22,2.0450901755488974e+20,6568042250930462.0,5.7058995760537144e+16,7579114788677387.0,1.47412427309239e+18,1.5492338508076403e+17,3567950134069727.5,1889025418003353.0
2004-01-15,2004-01-15,3.6428949144811067e+22,2.0742776263691924e+20,6303591780191075.0,5.760609139403886e+16,7468178675723596.0,1.4822061326013962e+18,1.547574494880686e+17,3564344044713967.0,1888349123254531.8
2004-01-16,2004-01-16,3.642417017116677e+22,2.1026140042733145e+20,6059046343006762.0,5.816385795773022e+16,7359503980410682.0,1.4902496820144049e+18,1.545800674590322e+17,3560822121711141.0,1887707033865164.0
2004-01-17,2004-01-17,3.641904155489724e+22,2.1279267656691247e+20,5832919615212811.0,5.8732593736159224e+16,7253037824525361.0,1.4982498588050017e+18,1.5439135593469766e+17,3557385049647332.5,1887099320202786.0
2004-01-18,2004-01-18,3.641359025122437e+22,2.147304124645693e+20,5623770261375864.0,5.931261273162656e+16,7148729753446142.0,1.506201443030222e+18,1.5419144083376355e+17,3554033515210770.5,1886526149363806.0
2004-01-19,2004-01-19,3.6407842121906722e+22,2.1575404583461306e+20,5430228439557568.0,5.990424405354914e+16,7046531618706232.0,1.5140990692429632e+18,1.5398045811523606e+17,3550768199375068.0,1885987681592030.8
2004-01-20,2004-01-20,3.6401819795423196e+22,2.1558582790408362e+20,5251010595445368.0,6.050783031299352e+16,6946397346640927.0,1.521937247833232e+18,1.5375855483228662e+17,3547589765907203.5,1885484065728773.5
2004-01-21,2004-01-21,3.639554055855062e+22,2.140717848530766e+20,5084926257938034.0,6.112372512290564e+16,6848282584280251.0,1.5297103953160253e+18,1.5352588989265258e+17,3544498847426440.0,1885015434352027.2
2004-01-22,2004-01-22,3.638901479141478e+22,2.1124109291721726e+20,4930879532775242.0,6.175229019031243e+16,6752144259752869.0,1.5374128697745147e+18,1.5328263423012736e+17,3541496031653839.0,1884581899642827.5
2004-01-23,2004-01-23,3.6382245375636645e+22,2.0731697179264978e+20,4787867196738909.0,6.239389273451182e+16,6657940135817281.0,1.545039005254585e+18,1.530289702260607e+17,3538581851011221.0,1884183550992921.5
2004-01-24,2004-01-24,3.63752282114422e+22,2.026729750669905e+20,4654974694517332.0,6.30489039083534e+16,6565628446186038.0,1.55258313896199e+18,1.5276509044875146e+17,3535756777877414.0,1883820454875366.8
2004-01-25,2004-01-25,3.6367953619782222e+22,1.9775421094534437e+20,4531370909807807.0,6.3717698548838104e+16,6475167676822844.0,1.5600396277794967e+18,1.5249119598486458e+17,3533021225952142.0,1883492656772822.0
2004-01-26,2004-01-26,3.6360408165240877e+22,1.9299597827194356e+20,4416302293027990.5,6.440065612716348e+16,6386516503686390.0,1.5674028544508403e+18,1.522074947163763e+17,3530375556292813.0,1883200184374550.2
2004-01-27,2004-01-27,3.6352576416284116e+22,1.8876551403932474e+20,4309086743045579.0,6.509816244116843e+16,6299633851713535.0,1.5746672267695741e+18,1.5191419982690365e+17,3527820085589923.5,1882943051076510.0
2004-01-28,2004-01-28,3.6344442324391735e+22,1.853350550687445e+20,4209107520499849.5,6.581061152118096e+16,6214479017715080.0,1.5818271740566083e+18,1.5161152866657587e+17,3525355094405270.0,1882721259044130.0
2004-01-29,2004-01-29,3.6335990126633244e+22,1.8287957227812736e+20,4115807384674631.0,6.653840736271644e+16,6131011804842501.0,1.5888771442971023e+18,1.5129970195825072e+17,3522980834002412.0,1882534801506434.5
2004-01-30,2004-01-30,3.6327204840672925e+22,1.8148707176268284e+20,4028683077955229.5,6.728196531488828e+16,6049192636211757.0,1.5958116036332268e+18,1.5097894324853837e+17,3520697531383938.0,1882383664299912.0
2004-01-31,2004-01-31,3.631807248762537e+22,1.8117157414761067e+20,3947280227340694.5,6.804171311966464e+16,5968982635399506.0,1.6026250385027162e+18,1.5064947849504333e+17,3518505392784945.5,1882267826859006.5
2004-02-01,2004-02-01,3.630858017701292e+22,1.8188385171421384e+20,3871188692066802.0,6.881809167942325e+16,5890343674273071.0,1.609311959932938e+18,1.50311535703098e+17,3516404606120876.0,1882187262888528.0
2004-02-02,2004-02-02,3.6298716166781745e+22,1.8351912738781846e+20,3800038359674096.5,6.961155566391527e+16,5813238394649917.0,1.615866909147997e+18,1.4996534455192605e+17,3514395342934975.0,1882141940934195.0
2004-02-03,2004-02-03,3.628846999188359e+22,1.8592324239241806e+20,3733495376583773.5,7.042257409359643e+16,5737630213365955.0,1.6222844634483185e+18,1.496111359742154e+17,3512477760380494.0,1882131825037015.8
2004-02-04,2004-02-04,3.6277832731439573e+22,1.8889990040988585e+20,3671258789310224.5,7.125163106045441e+16,5663483322339607.0,1.628559241239238e+18,1.4924914167953338e+17,3510652003711456.5,1882156875609476.5
2004-02-05,2004-02-05,3.6266797447114247e+22,1.922221091220454e+20,3613057566183557.0,7.209922675058013e+16,5590762695580318.0,1.634685905233563e+18,1.4887959364249594e+17,3508918209596365.5,1882217050591864.8
2004-02-06,2004-02-06,3.62553597772336e+22,1.9565049517392665e+20,3558647966030402.5,7.296587890104986e+16,5519434112852228.0,1.6406591632864517e+18,1.4850272360419418e+17,3507276510313541.5,1882312306844218.8
2004-02-07,2004-02-07,3.6243518624436868e+22,1.9895876823473632e+20,3507811219458026.0,7.385212476169469e+16,5449464205217406.0,1.646473766949252e+18,1.4811876265199338e+17,3505727038595776.0,1882442601629632.0
2004-02-08,2004-02-08,3.623127683942358e+22,2.0196217092158705e+20,3460351489802577.0,7.475852355360592e+16,5380820522136649.0,1.6521245085025948e+18,1.477279409446276e+17,3504269932635034.5,1882607893971608.0
2004-02-09,2004-02-09,3.62186417844238e+22,2.045404052868747e+20,3416094083841253.0,7.568565933129486e+16,5313471614233816.0,1.6576062178233426e+18,1.4733048763657725e+17,3502905340580404.5,1882808145634113.2
2004-02-10,2004-02-10,3.6205625662693024e+22,2.0664574500042267e+20,3374883886738407.0,7.663414407809083e+16,5247387121131795.0,1.6629137608241564e+18,1.4692663102894022e+17,3501633423806776.5,1883043321489402.5
2004-02-11,2004-02-11,3.6192245528840318e+22,2.0829159272624816e+20,3336584001115992.0,7.760462081665923e+16,5182537851093928.0,1.6680420412385736e+18,1.4651659893731994e+17,3500454358335488.5,1883313389111165.0
2004-02-12,2004-02-12,3.61785229446846e+22,2.0952447779682524e+20,3301074575837192.5,7.85977665215624e+16,5118895839891537.0,1.6729860071373763e+18,1.4610061923105936e+17,3499368334045089.5,1883618317545008.2
2004-02-13,2004-02-13,3.6164483295384533e+22,2.1038887478384466e+20,3268251814663658.5,7.961429467108387e+16,5056434380191608.0,1.6777406629167685e+18,1.4567892047623856e+17,3498375551617314.0,1883958075319322.2
2004-02-14,2004-02-14,3.615015480564642e+22,2.1089621551543622e+20,3238027157386816.5,8.065495732655398e+16,4995128017565388.0,1.682301086934864e+18,1.452517326132929e+17,3497476217372579.0,1884332627819678.8
2004-02-15,2004-02-15,3.6135567290745083e+22,2.1100749452038193e+20,3210326626928900.5,8.172054662638029e+16,4934952511742506.0,1.686662454733972e+18,1.4481928760827984e+17,3496670536200740.5,1884741934156055.5
2004-02-16,2004-02-16,3.6120750668848283e+22,2.1063513703546126e+20,3185090337369927.5,8.28118955285261e+16,4875884761005614.0,1.690820067716732e+18,1.4438182001512746e+17,3495958702799333.5,1885185943660511.8
2004-02-17,2004-02-17,3.610573329051274e+22,2.09665476748849e+20,3162272161938809.0,8.392987760281448e+16,4817902686294532.0,1.6947693867527828e+18,1.4393956736508219e+17,3495340891609198.0,1885664592233923.5
2004-02-18,2004-02-18,3.609054022265642e+22,2.079977763630384e+20,3141839566619178.5,8.507540576508115e+16,4760985074251672.0,1.698506069108096e+18,1.434927702748915e+17,3494817246284265.0,1886177798920123.2
2004-02-19,2004-02-19,3.6075191721254736e+22,2.055891938479234e+20,3123773621453681.0,8.624943009766632e+16,4705111387353744.0,1.702026005544922e+18,1.4304167217052786e+17,3494387870076357.5,1886725463232245.2
2004-02-20,2004-02-20,3.6059702169763215e+22,2.024902276114532e+20,3108069204365375.0,8.745293523063978e+16,4650261561489510.0,1.7053253532907144e+18,1.4258651858193866e+17,3494052818778991.0,1887307463753922.5
2004-02-21,2004-02-21,3.604407969571622e+22,1.9885651888197367e+20,3094735409677123.5,8.868693799198443e+16,4596415819916193.0,1.7084005607449777e+18,1.4212755606570789e+17,3493812097545203.0,1887923658314739.5
2004-02-22,2004-02-22,3.602832651529428e+22,1.9493213139452795e+20,3083796167289359.5,8.995248602606182e+16,4543554531497789.0,1.711248381539044e+18,1.4166503091268163e+17,3493665661994796.5,1888573885657659.8
2004-02-23,2004-02-23,3.601243986503218e+22,1.9101177736326955e+20,3075291072847756.0,9.125065780874632e+16,4491658129723458.5,1.7138658782173768e+18,1.4119918784703422e+17,3493613422931854.5,1889257968145573.0
2004-02-24,2004-02-24,3.5996413248318195e+22,1.8739714852495737e+20,3069276428077764.0,9.258256408172451e+16,4440707092423343.0,1.7162504181729482e+18,1.4073026889987434e+17,3493655253198573.5,1889975714861283.2
2004-02-25,2004-02-25,3.5980237701958236e+22,1.8436111656480853e+20,3065826495043781.5,9.394935037491546e+16,4390681967845122.0,1.7183996655821714e+18,1.4025851256150245e+17,3493790995000919.0,1890726924503193.0
2004-02-26,2004-02-26,3.5963902863054796e+22,1.821260372505738e+20,3065034976592613.0,9.535220011631485e+16,4341563426051659.5,1.720311572752674e+18,1.3978415322382298e+17,3494020466414174.5,1891511387702365.8
2004-02-27,2004-02-27,3.5947397735066236e+22,1.808546810449677e+20,3067016744400066.5,9.679233785733994e+16,4293332315913541.5,1.7219843730368614e+18,1.3930742085607237e+17,3494343466422926.5,1892328888655038.2
2004-02-28,2004-02-28,3.5930711157668493e+22,1.8064844305196984e+20,3071909843101567.5,9.827103229076365e+16,4245969714145171.5,1.723416576037365e+18,1.3882854082848546e+17,3494759778450653.5,1893179206169252.8
2004-02-29,2004-02-29,3.5913832050061713e+22,1.815475272224568e+20,3079877802919453.0,9.978959891008101e+16,4199456959892794.5,1.7246069647542026e+18,1.3834773380228315e+17,3495269172720452.5,1894062114327251.8
2004-03-01,2004-03-01,3.5896749523706856e+22,1.8352969688400717e+20,3091112294285227.5,1.0134940229705331e+17,4153775673884848.5,1.725554593725417e+18,1.3786521562397318e+17,3495871407957650.5,1894977382987519.5
2004-03-02,2004-03-02,3.587945296604437e+22,1.865062472038579e+20,3105836156896798.5,1.0295185812850582e+17,4108907764735922.5,1.7262587869515602e+18,1.3738119718484392e+17,3496566232984955.5,1895924778331813.0
2004-03-03,2004-03-03,3.586193219525578e+22,1.903158528126607e+20,3124306832562815.0,1.0459843508982504e+17,4064835427339073.0,1.7267191343176922e+18,1.368958842287671e+17,3497353388739076.5,1896904063627008.0
2004-03-04,2004-03-04,3.584417777990208e+22,1.9471953536165783e+20,3146820225331275.0,1.062906569953078e+17,4021541140217517.0,1.7269354852975324e+18,1.3640947711560821e+17,3498232611164030.0,1897915000316928.5
2004-03-05,2004-03-05,3.5826181597302916e+22,1.994032394091508e+20,3173715002242522.5,1.0803010553509923e+17,3979007670219307.5,1.7269079390476723e+18,1.3592217057593749e+17,3499203635264713.0,1898957349469645.8
2004-03-06,2004-03-06,3.580793765839632e+22,2.0399656947601342e+20,3205377331628943.5,1.0981842414792952e+17,3937218093286322.5,1.726636830716569e+18,1.3543415352307555e+17,3500266200283718.0,1900030873469814.0
2004-03-07,2004-03-07,3.5789443149351702e+22,2.0811368687296165e+20,3242246031351317.0,1.116573234828261e+17,3896155837951875.0,1.726122714934603e+18,1.3494560901067414e+17,3501420055497851.5,1901135337679695.2
2004-03-08,2004-03-08,3.5770699545023026e+22,2.1141300588887812e+20,3284818065704693.0,1.1354858870062354e+17,3855804752996175.0,1.7253663487817175e+18,1.3445671442335688e+17,3502664965631182.0,1902270511650428.8
2004-03-09,2004-03-09,3.575171357094105e+22,2.1365933188659092e+20,3333654287289030.5,1.154940884831305e+17,3816149192997291.0,1.7243686775310456e+18,1.3396764195280334e+17,3504000714560609.0,1903436169425053.0
2004-03-10,2004-03-10,3.573249777120798e+22,2.1476453790201797e+20,3389385270681800.5,1.1749578517612386e+17,3777174107955784.0,1.723130826552576e+18,1.3347855934532549e+17,3505427106064043.0,1904632088593604.2
2004-03-11,2004-03-11,3.571307050400589e+22,2.1478896780667535e+20,3452717030936594.5,1.195557451756626e+17,3738865119196363.5,1.7216541016396244e+18,1.3298963083111203e+17,3506943960902320.0,1905858048027653.2
2004-03-12,2004-03-12,3.569345531698748e+22,2.1390355259596925e+20,3524436364604914.5,1.2167614862760995e+17,3701208565618639.0,1.7199399980138002e+18,1.3250101809208565e+17,3508551110361872.0,1907113824540213.5
2004-03-13,2004-03-13,3.5673679798012196e+22,2.1232999794768377e+20,3605415497506395.0,1.2385929776943763e+17,3664191511529911.5,1.7179902161832591e+18,1.3201288111838384e+17,3510248387171164.5,1908399188953558.2
2004-03-14,2004-03-14,3.5653774090724924e+22,2.102822333225909e+20,3696615676691995.5,1.2610762365543163e+17,3627801716336591.0,1.7158066815340324e+18,1.3152537884203914e+17,3512035615119895.0,1909713902121979.8
2004-03-15,2004-03-15,3.5633769279899686e+22,2.079260861885075e+20,3799089311551535.5,1.2842369135887854e+17,3592027573261507.5,1.7133915643800668e+18,1.3103866949644755e+17,3513912598664339.0,1911057711357465.5
2004-03-16,2004-03-16,3.561369580708931e+22,2.053634921430334e+20,3913980260781748.5,1.3081020389796997e+17,3556858026815719.5,1.7107472978627415e+18,1.3055291070101554e+17,3515879113468947.0,1912430347539025.2
2004-03-17,2004-03-17,3.5593582020939294e+22,2.0263929677498968e+20,4042521887176769.5,1.3327000511391664e+17,3522282477825296.0,1.7078765919089715e+18,1.3006825929614822e+17,3517934898495066.5,1913831523053251.2
2004-03-18,2004-03-18,3.557345293704551e+22,1.997643079402567e+20,4186032564018763.0,1.3580608168527979e+17,3488290682978293.5,1.704782441956459e+18,1.2958487096030976e+17,3520079650071805.0,1915260930654102.8
2004-03-19,2004-03-19,3.5553329282520483e+22,1.9674602228826797e+20,4345908406653174.0,1.3842156452854318e+17,3454872655254551.5,1.7014681313619602e+18,1.291028996460926e+17,3522313018329149.5,1916718243303681.0
2004-03-20,2004-03-20,3.553322690258221e+22,1.9361743952564745e+20,4523613097702713.0,1.4111973001783286e+17,3422018572282408.0,1.6979372266989601e+18,1.2862249688745499e+17,3524634606269456.5,1918203114998303.0
2004-03-21,2004-03-21,3.5513156581033406e+22,1.9045550003834493e+20,4720664739513867.0,1.4390400163926075e+17,3389718700109264.5,1.6941935658279578e+18,1.2814381105165478e+17,3527043971481087.5,1919715182468390.8
2004-03-22,2004-03-22,3.549312426845972e+22,1.8738475605222733e+20,4938619664285567.0,1.467779527385169e+17,3357963338542814.0,1.6902412396173215e+18,1.2766698662259667e+17,3529540630100269.0,1921254067502387.8
2004-03-23,2004-03-23,3.54731316414659e+22,1.8456766621175457e+20,5179053029821643.0,1.4974531086193894e+17,3326742790839891.5,1.6860845691406129e+18,1.2719216359560277e+17,3532124062261530.5,1922819379548294.8
2004-03-24,2004-03-24,3.5453176862779745e+22,1.821871257084331e+20,5443535814807760.0,1.5280996388606608e+17,3296047356232513.5,1.681728080690479e+18,1.2671947703684589e+17,3534793718099225.5,1924410718236581.0
2004-03-25,2004-03-25,3.543325539404417e+22,1.804277612009641e+20,5733607515896120.0,1.5597596778938922e+17,3265867340089951.5,1.6771764808674698e+18,1.262490568232353e+17,3537549023428458.5,1926027675546201.5
2004-03-26,2004-03-26,3.5413360731523945e+22,1.794600066039988e+20,6050743480431964.0,1.5924755564222742e+17,3236193074447976.0,1.6724346334212447e+18,1.2578102754267851e+17,3540389384495022.0,1927669837468162.5
2004-03-27,2004-03-27,3.539348497954525e+22,1.7942781052802335e+20,6396315445626074.0,1.6262914723879005e+17,3207014941479011.0,1.6675075386745605e+18,1.2531550850954232e+17,3543314191542994.0,1929336785165097.8
2004-03-28,2004-03-28,3.5373619232781317e+22,1.8043861489046723e+20,6771543571545636.0,1.6612535878899888e+17,3178323393927359.0,1.66240031549981e+18,1.248526138399868e+17,3546322821302564.0,1931028095743936.5
2004-03-29,2004-03-29,3.535375379106845e+22,1.8255345018013126e+20,7177438128344764.0,1.6974101220746387e+17,3150108968946306.5,1.6571181851616225e+18,1.2439245253637832e+17,3549414638763216.0,1932743342827371.0
2004-03-30,2004-03-30,3.5333878268344083e+22,1.8577495045283044e+20,7614729102302262.0,1.734811437316354e+17,3122362294355508.5,1.6516664559955988e+18,1.239351285446769e+17,3552588998728807.0,1934482097123426.0
2004-03-31,2004-03-31,3.5313981678286325e+22,1.9003149859806527e+20,8083782393347980.0,1.7735101181119085e+17,3095074088422850.5,1.6460505078290673e+18,1.234807407666321e+17,3555845247670136.0,1936243927167961.5
2004-04-01,2004-04-01,3.529405259242362e+22,1.951573216787047e+20,8584502064139093.0,1.8135610444629472e+17,3068235155854804.0,1.6402757751338893e+18,1.2302938302610106e+17,3559182726354148.5,1938028400373995.5
2004-04-02,2004-04-02,3.527407948142762e+22,2.0087244683297364e+20,9116219345059958.0,1.8550214651033584e+17,3041836384327740.5,1.634347728076145e+18,1.2258114400849899e+17,3562600773654115.0,1939835084463670.0
2004-04-03,2004-04-03,3.5254051357996876e+22,2.0677310929229057e+20,9677570866571644.0,1.8979510816118483e+17,3015868748003943.5,1.6282718510734326e+18,1.2213610722049032e+17,3566098731737876.5,1941663549246386.0
2004-04-04,2004-04-04,3.523395880789013e+22,2.1234927260310484e+20,1.0266370901992254e+16,1.942412161158085e+17,2990323326212222.5,1.6220536194835827e+18,1.2169435105169491e+17,3569675952349396.0,1943513368504001.8
2004-04-05,2004-04-05,3.5213795391146006e+22,2.1704431586917614e+20,1.087948519252534e+16,1.9884696992588426e+17,2965191344664486.0,1.6156984766511427e+18,1.2125594904297629e+17,3573331803131660.5,1945384121483672.0
2004-04-06,2004-04-06,3.5193559225604965e+22,2.2035602658447888e+20,1.1512716994282182e+16,2.0361916491280128e+17,2940464241267045.0,1.6092118151257137e+18,1.2082097044830688e+17,3577065672173243.5,1947275393315964.8
2004-04-07,2004-04-07,3.5173254399637284e+22,2.2195103540929973e+20,1.2160718984592412e+16,2.0856492187387216e+17,2916133749340814.5,1.602598966362624e+18,1.2038948110398029e+17,3580876968705275.0,1949186773743628.0
